Abstract,Author Keywords
"A genetically heterogeneous infectious virus recognized as COVID-19 (COronaVIrus Disease) has a significant influence on worldwide health. COVID-19 is an infection transmitted by a viral disease known as Severe Acute Respiratory Syndrome CoronaVirus-2. (SARS-CoV-2). In the current period, the instances of COVID-19 outbreaks are spreading significantly over the globe. Swallowed (through inhalation) or contact with contaminated droplets transmits the illness. Symptoms appear from two to fourteen days after exposure. Many individuals have a symptomless infection. The emphasis of therapy is on fundamental human needs; further research is needed on the risk analysis of the disease and use of antiviral medications. This research focuses on the case instances through the chronological dates in various parts of Indian states. The primary analysis of case instance is dependent on three stages; they are confirming stage, fatality stage, and recovered stage. The relevant datasets are obtained through Kaggle (from January 2020 to May 2021). The dataset has multiple categories that further intensify to perform high-end classifications. Initially, data preprocessing is done that include cleaning and feature selection on the prepared dataset, and then the prediction process is carried out using an Ensemble training approach. Approaches of Ensemble learning utilize many learning algorithms to achieve improved prediction efficiency. The stacking mechanism is used for aggregating accuracy. From the experimental observations, the suggested learning strategy is found to attain the maximum degree of precision for each stage (confirmed: 84.37%, fatality: 82.13%, and recovered: 88.67%) compared to the other approaches that are chosen to perform alone. Assessing the stability of the learning model is done by bootstrapping validation. © 2021, The Society for Reliability Engineering, Quality and Operations Management (SREQOM), India and The Division of Operation and Maintenance, Lulea University of Technology, Sweden.",Bootstrapping validation; COVID-19; Ensemble learning; Fatality; K-fold cross-validation; Risk analysis
"Importance: Machine learning could be used to predict the likelihood of diagnosis and severity of illness. Lack of COVID-19 patient data has hindered the data science community in developing models to aid in the response to the pandemic. Objectives: To describe the rapid development and evaluation of clinical algorithms to predict COVID-19 diagnosis and hospitalization using patient data by citizen scientists, provide an unbiased assessment of model performance, and benchmark model performance on subgroups. Design, Setting, and Participants: This diagnostic and prognostic study operated a continuous, crowdsourced challenge using a model-to-data approach to securely enable the use of regularly updated COVID-19 patient data from the University of Washington by participants from May 6 to December 23, 2020. A postchallenge analysis was conducted from December 24, 2020, to April 7, 2021, to assess the generalizability of models on the cumulative data set as well as subgroups stratified by age, sex, race, and time of COVID-19 test. By December 23, 2020, this challenge engaged 482 participants from 90 teams and 7 countries. Main Outcomes and Measures: Machine learning algorithms used patient data and output a score that represented the probability of patients receiving a positive COVID-19 test result or being hospitalized within 21 days after receiving a positive COVID-19 test result. Algorithms were evaluated using area under the receiver operating characteristic curve (AUROC) and area under the precision recall curve (AUPRC) scores. Ensemble models aggregating models from the top challenge teams were developed and evaluated. Results: In the analysis using the cumulative data set, the best performance for COVID-19 diagnosis prediction was an AUROC of 0.776 (95% CI, 0.775-0.777) and an AUPRC of 0.297, and for hospitalization prediction, an AUROC of 0.796 (95% CI, 0.794-0.798) and an AUPRC of 0.188. Analysis on top models submitting to the challenge showed consistently better model performance on the female group than the male group. Among all age groups, the best performance was obtained for the 25- to 49-year age group, and the worst performance was obtained for the group aged 17 years or younger. Conclusions and Relevance: In this diagnostic and prognostic study, models submitted by citizen scientists achieved high performance for the prediction of COVID-19 testing and hospitalization outcomes. Evaluation of challenge models on demographic subgroups and prospective data revealed performance discrepancies, providing insights into the potential bias and limitations in the models.. © 2021 American Medical Association. All rights reserved.",
"Globally, COVID-19 already emerged in around 170 million confirmed cases of infected people and, as of May 31, 2021, affected more than 3.54 million deaths. This pandemic has given rise to numerous public health and socioeconomic issues, emphasizing the significance of unraveling the epidemic’s history and forecasting the disease’s potential dynamics. A variety of mathematical models have been proposed to obtain a deeper understanding of disease transmission mechanisms. Machine Learning (ML) models have been used in the last decade to identify patterns and enhance prediction efficiency in healthcare applications. This paper proposes a model to predict COVID-19 patients admission to the intensive care unit (ICU). The model is built upon robust known classification algorithms, including classic Machine Learning Classifiers (MLCs), an Artificial Neural Network (ANN) and ensemble learning. This model’s strength in predicting COVID-19 infected patients is shown by performance analysis of various MLCs and error metrics. Among other used ML models, the ANN model resulted in the highest accuracy, 97.9% over other models. Mean Squared Error showed that the ANN method had the lowest error (0.0809). In conclusion, this paper could be beneficial to ICU staff to predict ICU admission based on COVID-19 patients’ clinical characteristics. © 2021. All Rights Reserved.",ANN; Covid-19; ensemble learning method; ICU admission; prediction; Saudi Arabia
"The world has been facing the COVID-19 pandemic since December 2019. Timely and efficient diagnosis of COVID-19 suspected patients plays a significant role in medical treatment. The deep transfer learning-based automated COVID-19 diagnosis on chest X-ray is required to counter the COVID-19 outbreak. This work proposes a real-time Internet of Things (IoT) framework for early diagnosis of suspected COVID-19 patients by using ensemble deep transfer learning. The proposed framework offers real-time communication and diagnosis of COVID-19 suspected cases. The proposed IoT framework ensembles four deep learning models such as InceptionResNetV2, ResNet152V2, VGG16, and DenseNet201. The medical sensors are utilized to obtain the chest X-ray modalities and diagnose the infection by using the deep ensemble model stored on the cloud server. The proposed deep ensemble model is compared with six well-known transfer learning models over the chest X-ray dataset. Comparative analysis revealed that the proposed model can help radiologists to efficiently and timely diagnose the COVID-19 suspected patients. © 2021 Ahmed I. Iskanderani et al.",
"In recent decades, automatic vehicle classification plays a vital role in intelligent transportation systems and visual traffic surveillance systems. Especially in countries that imposed a lockdown (mobility restrictions help reduce the spread of COVID-19), it becomes important to curtail the movement of vehicles as much as possible. For an effective visual traffic surveillance system, it is essential to detect vehicles from the images and classify the vehicles into different types (e.g., bus, car, and pickup truck). Most of the existing research studies focused only on maximizing the percentage of predictions, which have poor real-time performance and consume more computing resources. To highlight the problems of classifying imbalanced data, a new technique is proposed in this research article for vehicle type classification. Initially, the data are collected from the Beijing Institute of Technology Vehicle Dataset and the MIOvision Traffic Camera Dataset. In addition, adaptive histogram equalization and the Gaussian mixture model are implemented for enhancing the quality of collected vehicle images and to detect vehicles from the denoised images. Then, the Steerable Pyramid Transform and the Weber Local Descriptor are employed to extract the feature vectors from the detected vehicles. Finally, the extracted features are given as the input to an ensemble deep learning technique for vehicle classification. In the simulation phase, the proposed ensemble deep learning technique obtained 99.13% and 99.28% of classification accuracy on the MIOvision Traffic Camera Dataset and the Beijing Institute of Technology Vehicle Dataset. The obtained results are effective compared to the standard existing benchmark techniques on both datasets. © 2021 Preetha Jagannathan et al.",
"Around the world, more than 250 countries are affected by the COVID-19 pandemic, which is caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). This outbreak can be controlled only by the diagnosis of the COVID-19 infection in early stages. It is found that the radiographic images are ideal for the fastest diagnosis of COVID-19 infection. This paper proposes an ensemble model which detects the COVID-19 infection in the early stage with the use of chest X-ray images. The transfer learning enables to reuse the pretrained models. The ensemble learning integrates various transfer learning models, i.e., EfficientNet, GoogLeNet, and XceptionNet, to design the proposed model. These models can categorize patients as COVID-19 (+), pneumonia (+), tuberculosis (+), or healthy. The proposed model enhances the classifier’s generalization ability for both binary and multiclass COVID-19 datasets. Two popular datasets are used to evaluate the performance of the proposed ensemble model. The comparative analysis validates that the proposed model outperforms the state-of-art models in terms of various performance metrics. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",COVID-19; Ensemble; Infection; Transfer learning
"The COVID-19 pandemic crisis has impacted numerous areas of people's work and free-time activities. This article aims to present the main impacts of the COVID-19 movement restrictions on the road traffic in the Czech Republic, measured during the first epidemic wave, i.e., from 12 March to 17 May 2020. The state of emergency was imposed by the Czech government as a de jure measure for coping with the perceived crisis, although the measure eventually resulted only in a quite liberal de facto form of stay-at-home instruction. Unique country-scale traffic data of the first six months of 2020 from 37,002 km of roads, constituting 66% of all roads in the Czech Republic, were collected and analyzed. For the prediction of the prepandemic traffic conditions and their comparison with the measured values in the period of the state of emergency, a long-term traffic speed prediction ensemble model consisting of case-based reasoning, linear regression, and fallback submodels was used. The authors found out that the COVID-19 movement restrictions had a significant impact on the country-wide traffic. Traffic density was reduced considerably in the first three weeks, and the weekly average traffic speed in all road types increased by up to 21%, expectedly due to less crowded roads. The exception was motorways, where a different trend in traffic was found. In sum, during the first three weeks of the state of emergency, people followed government regulations and restrictions and changed their travel behavior accordingly. However, following this period, the traffic gradually returned to the prepandemic state. This occurred three weeks before the state of emergency was terminated. From a behavioral perspective, this article briefly discusses the possible causes of such discrepancies between de jure and de facto pandemic measures, i.e., the governmental communication strategy related to loosening of movement restrictions, media reality, and certain culture-related traits. © 2021 Milan Simunek et al.",
"The novel coronavirus, SARS-CoV-2, can be deadly to people, causing COVID-19. The ease of its propagation, coupled with its high capacity for illness and death in infected individuals, makes it a hazard to the community. Chest X-rays are one of the most common but most difficult to interpret radiographic examination for early diagnosis of coronavirus-related infections. They carry a considerable amount of anatomical and physiological information, but it is sometimes difficult even for the expert radiologist to derive the related information they contain. Automatic classification using deep learning models can help in better assessing these infections swiftly. Deep CNN models, namely, MobileNet, ResNet50, and InceptionV3, were applied with different variations, including training the model from the start, fine-tuning along with adjusting learned weights of all layers, and fine-tuning with learned weights along with augmentation. Fine-tuning with augmentation produced the best results in pretrained models. Out of these, two best-performing models (MobileNet and InceptionV3) selected for ensemble learning produced accuracy and FScore of 95.18% and 90.34%, and 95.75% and 91.47%, respectively. The proposed hybrid ensemble model generated with the merger of these deep models produced a classification accuracy and FScore of 96.49% and 92.97%. For test dataset, which was separately kept, the model generated accuracy and FScore of 94.19% and 88.64%. Automatic classification using deep ensemble learning can help radiologists in the correct identification of coronavirus-related infections in chest X-rays. Consequently, this swift and computer-aided diagnosis can help in saving precious human lives and minimizing the social and economic impact on society. © 2021 Fareed Ahmad et al.",
"COVID-19 has emerged as a global crisis with unprecedented socio-economic challenges, jeopardizing our lives and livelihoods for years to come. The unavailability of vaccines for COVID-19 has rendered rapid testing of the population instrumental in order to contain the exponential rise in cases of infection. Shortage of RT-PCR test kits and delays in obtaining test results calls for alternative methods of rapid and reliable diagnosis. In this article, we propose a novel deep learning-based solution using chest X-rays which can help in rapid triaging of COVID-19 patients. The proposed solution uses image enhancement, image segmentation, and employs a modified stacked ensemble model consisting of four CNN base-learners along with Naive Bayes as meta-learner to classify chest X-rays into three classes viz. COVID-19, pneumonia, and normal. An effective pruning strategy as introduced in the proposed framework results in increased model performance, generalizability, and decreased model complexity. We incorporate explainability in our article by using Grad-CAM visualization in order to establish trust in the medical AI system. Furthermore, we evaluate multiple state-of-the-art GAN architectures and their ability to generate realistic synthetic samples of COVID-19 chest X-rays to deal with limited numbers of training samples. The proposed solution significantly outperforms existing methods, with 98.67% accuracy, 0.98 Kappa score, and F-1 scores of 100, 98, and 98 for COVID-19, normal, and pneumonia classes, respectively, on standard datasets. The proposed solution can be used as one element of patient evaluation along with gold-standard clinical and laboratory testing. © 2021, The Author(s), under exclusive licence to Springer-Verlag London Ltd. part of Springer Nature.",Chest X-rays; COVID-19; Deep learning; Ensemble learning; ExplainableAI; GANs
"Socioeconomic reasons post-COVID-19 demand unsupervised home-based rehabilitation and, specifically, artificial ambient intelligence with individualisation to support engagement and motivation. Artificial intelligence must also comply with accountability, responsibility, and transparency (ART) requirements for wider acceptability. This paper presents such a patient-centric individualised home-based rehabilitation support system. To this end, the Timed Up and Go (TUG) and Five Time Sit To Stand (FTSTS) tests evaluate daily living activity performance in the presence or development of comorbidities. We present a method for generating synthetic datasets complementing experimental observations and mitigating bias. We present an incremental hybrid machine learning algorithm combining ensemble learning and hybrid stacking using extreme gradient boosted decision trees and k-nearest neighbours to meet individualisation, interpretability, and ART design requirements while maintaining low computation footprint. The model reaches up to 100% accuracy for both FTSTS and TUG in predicting associated patient medical condition, and 100% or 83.13%, respectively, in predicting area of difficulty in the segments of the test. Our results show an improvement of 5% and 15% for FTSTS and TUG tests, respectively, over previous approaches that use intrusive means of monitoring such as cameras. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",Accountable artificial intelligence; Automated five time sit to stand test; Automated timed up and go test; Home-based rehabilitation; Hybrid ensemble learning; Patient-centric individualised rehabilitation; Responsible artificial intelligence; Transparent artificial intelligence
"The rapid detection of the novel coronavirus disease, COVID-19, has a positive effect on preventing propagation and enhancing therapeutic outcomes. This article focuses on the rapid detection of COVID-19. We propose an ensemble deep learning model for novel COVID-19 detection from CT images. 2933 lung CT images from COVID-19 patients were obtained from previous publications, authoritative media reports, and public databases. The images were preprocessed to obtain 2500 high-quality images. 2500 CT images of lung tumor and 2500 from normal lung were obtained from a hospital. Transfer learning was used to initialize model parameters and pretrain three deep convolutional neural network models: AlexNet, GoogleNet, and ResNet. These models were used for feature extraction on all images. Softmax was used as the classification algorithm of the fully connected layer. The ensemble classifier EDL-COVID was obtained via relative majority voting. Finally, the ensemble classifier was compared with three component classifiers to evaluate accuracy, sensitivity, specificity, F value, and Matthews correlation coefficient. The results showed that the overall classification performance of the ensemble model was better than that of the component classifier. The evaluation indexes were also higher. This algorithm can better meet the rapid detection requirements of the novel coronavirus disease COVID-19. © 2020 Elsevier B.V.",COVID-19; Deep learning; Ensemble learning; Lung CT images
"The novel coronavirus has spread quite rapidly across the globe. The current testing rate is failing to match the exponential rate of rising cases. Moreover, the available testing methodologies are expensive and time-consuming. A sensitive automated diagnosis is one of the biggest need of the hour. In the proposed work, the authors analyse the chest X-ray images of normal, pneumonia and coronavirus disease-2019 (COVID-19) patients and process them to boost the COVID-specific features (opacities etc.), which enable to perform sensitive identification of COVID-19 patients. The sets of original and processed images are used with a stack of pre-trained deep models for ensemble learning. They used VGG-16 as baselearners, trained with a diverse set of inputs followed by a logistic regression model, the meta learner, to combine the baselearner predictions. The proposed fusion-based model is trained and tested for three types of classification, TYPE-I: Binary (NORMAL/ABNORMAL), TYPE-II: Binary (PNEUMONIA/COVID-19) and TYPE-III: Multi-class (NORMAL/PNEUMONIA/COVID-19). The diagnosis results are quite promising, with high accuracy and sensitivity values for all the cases. The proposed algorithm can be used to assist the medical experts for quick identification and isolation of COVID-19 patients and thereby mitigating the effect of the virus. © The Institution of Engineering and Technology 2020.",
"Background: COVID-19, which is accompanied by acute respiratory distress, multiple organ failure, and death, has spread worldwide much faster than previously thought. However, at present, it has limited treatments. Objective: To overcome this issue, we developed an artificial intelligence (AI) model of COVID-19, named EDRnet (ensemble learning model based on deep neural network and random forest models), to predict in-hospital mortality using a routine blood sample at the time of hospital admission. Methods: We selected 28 blood biomarkers and used the age and gender information of patients as model inputs. To improve the mortality prediction, we adopted an ensemble approach combining deep neural network and random forest models. We trained our model with a database of blood samples from 361 COVID-19 patients in Wuhan, China, and applied it to 106 COVID-19 patients in three Korean medical institutions. Results: In the testing data sets, EDRnet provided high sensitivity (100%), specificity (91%), and accuracy (92%). To extend the number of patient data points, we developed a web application (BeatCOVID19) where anyone can access the model to predict mortality and can register his or her own blood laboratory results. Conclusions: Our new AI model, EDRnet, accurately predicts the mortality rate for COVID-19. It is publicly available and aims to help health care providers fight COVID-19 and improve patients’ outcomes. © Hoon Ko, Heewon Chung, Wu Seong Kang, Chul Park, Do Wan Kim, Seong Eun Kim, Chi Ryang Chung, Ryoung Eun Ko, Hooseok Lee, Jae Ho Seo, Tae-Young Choi, Rafael Jaimes, Kyung Won Kim, Jinseok Lee.",Artificial intelligence; Blood samples; COVID-19; Mortality prediction
"Background: Assigning meaningful probabilities of SARS-CoV-2 infection risk presents a diagnostic challenge across the continuum of care. Objective: The aim of this study was to develop and clinically validate an adaptable, personalized diagnostic model to assist clinicians in ruling in and ruling out COVID-19 in potential patients. We compared the diagnostic performance of probabilistic, graphical, and machine learning models against a previously published benchmark model. Methods: We integrated patient symptoms and test data using machine learning and Bayesian inference to quantify individual patient risk of SARS-CoV-2 infection. We trained models with 100,000 simulated patient profiles based on 13 symptoms and estimated local prevalence, imaging, and molecular diagnostic performance from published reports. We tested these models with consecutive patients who presented with a COVID-19-compatible illness at the University of California San Diego Medical Center over the course of 14 days starting in March 2020. Results: We included 55 consecutive patients with fever (n=43, 78%) or cough (n=42, 77%) presenting for ambulatory (n=11, 20%) or hospital care (n=44, 80%). In total, 51% (n=28) were female and 49% (n=27) were aged <60 years. Common comorbidities included diabetes (n=12, 22%), hypertension (n=15, 27%), cancer (n=9, 16%), and cardiovascular disease (n=7, 13%). Of these, 69% (n=38) were confirmed via reverse transcription-polymerase chain reaction (RT-PCR) to be positive for SARS-CoV-2 infection, and 20% (n=11) had repeated negative nucleic acid testing and an alternate diagnosis. Bayesian inference network, distance metric learning, and ensemble models discriminated between patients with SARS-CoV-2 infection and alternate diagnoses with sensitivities of 81.6%-84.2%, specificities of 58.8%-70.6%, and accuracies of 61.4%-71.8%. After integrating imaging and laboratory test statistics with the predictions of the Bayesian inference network, changes in diagnostic uncertainty at each step in the simulated clinical evaluation process were highly sensitive to location, symptom, and diagnostic test choices. Conclusions: Decision support models that incorporate symptoms and available test results can help providers diagnose SARS-CoV-2 infection in real-world settings. © Christopher D'Ambrosia, Henrik Christensen, Eliah Aronoff-Spencer. Originally published in the Journal of Medical Internet Research (http://www.jmir.org), 16.12.2020. This is an open-access article distributed under the terms of the Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work, first published in the Journal of Medical Internet Research, is properly cited. The complete bibliographic information, a link to the original publication on http://www.jmir.org/, as well as this copyright and license information must be included.",Bayesian; Computation; COVID-19; Diagnostic; Health; Imaging; Infection; Informatics; Machine learning; Model; Probability; Risk; Symptom
"Soaring cases of coronavirus disease (COVID-19) are pummeling the global health system. Overwhelmed health facilities have endeavored to mitigate the pandemic, but mortality of COVID-19 continues to increase. Here, we present a mortality risk prediction model for COVID-19 (MRPMC) that uses patients’ clinical data on admission to stratify patients by mortality risk, which enables prediction of physiological deterioration and death up to 20 days in advance. This ensemble model is built using four machine learning methods including Logistic Regression, Support Vector Machine, Gradient Boosted Decision Tree, and Neural Network. We validate MRPMC in an internal validation cohort and two external validation cohorts, where it achieves an AUC of 0.9621 (95% CI: 0.9464–0.9778), 0.9760 (0.9613–0.9906), and 0.9246 (0.8763–0.9729), respectively. This model enables expeditious and accurate mortality risk stratification of patients with COVID-19, and potentially facilitates more responsive health systems that are conducive to high risk COVID-19 patients. © 2020, The Author(s).",
"Data-driven deep learning (DL) methods using convolutional neural networks (CNNs) demonstrate promising performance in natural image computer vision tasks. However, their use in medical computer vision tasks faces several limitations, viz., (i) adapting to visual characteristics that are unlike natural images; (ii) modeling random noise during training due to stochastic optimization and backpropagation-based learning strategy; (iii) challenges in explaining DL black-box behavior to support clinical decision-making; and (iv) inter-reader variability in the ground truth (GT) annotations affecting learning and evaluation. This study proposes a systematic approach to address these limitations through application to the pandemic-caused need for Coronavirus disease 2019 (COVID-19) detection using chest X-rays (CXRs). Specifically, our contribution highlights significant benefits obtained through (i) pretraining specific to CXRs in transferring and fine-tuning the learned knowledge toward improving COVID-19 detection performance; (ii) using ensembles of the fine-tuned models to further improve performance over individual constituent models; (iii) performing statistical analyses at various learning stages for validating results; (iv) interpreting learned individual and ensemble model behavior through class-selective relevance mapping (CRM)-based region of interest (ROI) localization; and, (v) analyzing inter-reader variability and ensemble localization performance using Simultaneous Truth and Performance Level Estimation (STAPLE) methods. We find that ensemble approaches markedly improved classification and localization performance, and that inter-reader variability and performance level assessment helps guide algorithm design and parameter optimization. To the best of our knowledge, this is the first study to construct ensembles, perform ensemble-based disease ROI localization, and analyze inter-reader variability and algorithm performance for COVID-19 detection in CXRs. Copyright: This is an open access article, free of all copyright, and may be freely reproduced, distributed, transmitted, modified, built upon, or otherwise used by anyone for any lawful purpose. The work is made available under the Creative Commons CC0 public domain dedication.",
"Background: COVID-19 (Coronavirus Disease-19), a disease caused by the SARS-CoV-2 virus, has been declared as a pandemic by the World Health Organization on March 11, 2020. Over 15 million people have already been affected worldwide by COVID-19, resulting in more than 0.6 million deaths. Protein–protein interactions (PPIs) play a key role in the cellular process of SARS-CoV-2 virus infection in the human body. Recently a study has reported some SARS-CoV-2 proteins that interact with several human proteins while many potential interactions remain to be identified. Method: In this article, various machine learning models are built to predict the PPIs between the virus and human proteins that are further validated using biological experiments. The classification models are prepared based on different sequence-based features of human proteins like amino acid composition, pseudo amino acid composition, and conjoint triad. Result: We have built an ensemble voting classifier using SVMRadial, SVMPolynomial, and Random Forest technique that gives a greater accuracy, precision, specificity, recall, and F1 score compared to all other models used in the work. A total of 1326 potential human target proteins of SARS-CoV-2 have been predicted by the proposed ensemble model and validated using gene ontology and KEGG pathway enrichment analysis. Several repurposable drugs targeting the predicted interactions are also reported. Conclusion: This study may encourage the identification of potential targets for more effective anti-COVID drug discovery. © 2020 Chang Gung University",Classifier ensemble; COVID-19; Machine learning; Protein–protein interaction; SARS-CoV-2; Supervised classification
"COVID-19 is a vital zoonotic illness caused by Severe Acute Respiratory Syndrome Corona Virus 2 (SARS-CoV-2). COVID-19 is a very wide-spread among humans thus the early detection and curing of the disease offers a high opportunity of survival for patients. Computed Tomography (CT) plays an important role in the diagnosis of COVID-19. As chest radiography can give an indicator of coronavirus. Though, an automated Computer Aided Diagnostic (CAD) system for COVID-19 based on chest X-Ray image analysis is presented in this article. It is designed for COVID-19 recognition from other MERS, SARS, and ARDS viral pneumonia. The optimal threshold value for the segmentation of a chest image is deduced by exploiting Li s' method and particle swarm intelligence. Laws' masks are then applied to the segmented chest image for secondary characteristics highlighting. After that, nine different vectors of attributes are extracted from the Grey Level Co-occurrence Matrix (GLCM) representation of each Law's mask result. Support vector machine ensemble models are then built based on the extracted feature vectors. Finally, a weighted voting method is utilized to combine the decisions of ensemble classifiers. Experimental findings show an accuracy of 98.04 %. It indicates that the suggested CAD scheme can be a promising supplementary COVID-19 diagnostic tool for clinical doctors. © 2020, Intelligent Network and Systems Society.",Chest x-ray; COVID-19; Gray level cooccurrence matrix (GLCM); Laws' masks; Li s'method; Particle swarm intelligence; Support vector machine (SVM); Weighted voting
"In the absence of neither an effective treatment or vaccine and with an incomplete understanding of the epidemiological cycle, Govt. has implemented a nationwide lockdown to reduce COVID-19 transmission in India. To study the effect of social distancing measure, we considered a new mathematical model on COVID-19 that incorporates lockdown effect. By validating our model to the data on notified cases from five different states and overall India, we estimated several epidemiologically important parameters as well as the basic reproduction number (R0). Combining the mechanistic mathematical model with different statistical forecast models, we projected notified cases in the six locations for the period May 17, 2020, till May 31, 2020. A global sensitivity analysis is carried out to determine the correlation of two epidemiologically measurable parameters on the lockdown effect and also on R0. Our result suggests that lockdown will be effective in those locations where a higher percentage of symptomatic infection exists in the population. Furthermore, a large scale COVID-19 mass testing is required to reduce community infection. Ensemble model forecast suggested a high rise in the COVID-19 notified cases in most of the locations in the coming days. Furthermore, the trend of the effective reproduction number (Rt) during the projection period indicates if the lockdown measures are completely removed after May 17, 2020, a high spike in notified cases may be seen in those locations. Finally, combining our results, we provided an effective lockdown policy to reduce future COVID-19 transmission in India. © 2020 Elsevier Ltd",COVID-19; Lockdown effect; Mathematical model; Outbreak containment policy
"The 2019 novel coronavirus (COVID-19) has spread rapidly all over the world. The standard test for screening COVID-19 patients is the polymerase chain reaction test. As this method is time consuming, as an alternative, chest X-rays may be considered for quick screening. However, specialization is required to read COVID-19 chest X-ray images as they vary in features. To address this, we present a multi-channel pre-trained ResNet architecture to facilitate the diagnosis of COVID-19 chest X-ray. Three ResNet-based models were retrained to classify X-rays in a one-against-all basis from (a) normal or diseased, (b) pneumonia or non-pneumonia, and (c) COVID-19 or non-COVID19 individuals. Finally, these three models were ensembled and fine-tuned using X-rays from 1579 normal, 4245 pneumonia, and 184 COVID-19 individuals to classify normal, pneumonia, and COVID-19 cases in a one-against-one framework. Our results show that the ensemble model is more accurate than the single model as it extracts more relevant semantic features for each class. The method provides a precision of 94% and a recall of 100%. It could potentially help clinicians in screening patients for COVID-19, thus facilitating immediate triaging and treatment for better outcomes. © 2020 by the authors.",Classification; COVID-19; Deep learning; Ensemble learning; Transfer learning; X-ray
"Coronavirus disease (COVID-19) is an extremely infectious disease and possibly causes acute respiratory distress or in severe cases may lead to death. There has already been some research in dealing with coronavirus using machine learning algorithms, but few have presented a truly comprehensive view. In this research, we show how convolutional neural network (CNN) can be useful to detect COVID-19 using chest X-ray images. We leverage the CNN-based pre-trained models as feature extractors to substantiate transfer learning and add our own classifier in detecting COVID-19. In this regard, we evaluate performance of five different pre-trained models with fine-tuning the weights from some of the top layers. We also develop an ensemble model where the predictions from all chosen pre-trained models are combined to generate a single output. The models are evaluated through 5-fold cross validation using two publicly available data repositories containing healthy and infected (both COVID-19 and other pneumonia) chest X-ray images. We also leverage two different visualization techniques to observe how efficiently the models extract important features related to the detection of COVID-19 patients. The models show high degree of accuracy, precision, and sensitivity. We believe that the models will aid medical professionals with improved and faster patient screening and pave a way to further COVID-19 research. © 2020 Tech Science Press. All rights reserved.",Artificial neural network; COVID-19; Deep learning; Transfer learning
"The new Coronavirus (COVID-19) is an emerging disease responsible for infecting millions of people since the first notification until nowadays. Developing efficient short-term forecasting models allow forecasting the number of future cases. In this context, it is possible to develop strategic planning in the public health system to avoid deaths. In this paper, autoregressive integrated moving average (ARIMA), cubist regression (CUBIST), random forest (RF), ridge regression (RIDGE), support vector regression (SVR), and stacking-ensemble learning are evaluated in the task of time series forecasting with one, three, and six-days ahead the COVID-19 cumulative confirmed cases in ten Brazilian states with a high daily incidence. In the stacking-ensemble learning approach, the CUBIST regression, RF, RIDGE, and SVR models are adopted as base-learners and Gaussian process (GP) as meta-learner. The models’ effectiveness is evaluated based on the improvement index, mean absolute error, and symmetric mean absolute percentage error criteria. In most of the cases, the SVR and stacking-ensemble learning reach a better performance regarding adopted criteria than compared models. In general, the developed models can generate accurate forecasting, achieving errors in a range of 0.87%–3.51%, 1.02%–5.63%, and 0.95%–6.90% in one, three, and six-days-ahead, respectively. The ranking of models, from the best to the worst regarding accuracy, in all scenarios is SVR, stacking-ensemble learning, ARIMA, CUBIST, RIDGE, and RF models. The use of evaluated models is recommended to forecasting and monitor the ongoing growth of COVID-19 cases, once these models can assist the managers in the decision-making support systems. © 2020 Elsevier Ltd",ARIMA; COVID-19; Decision-making; Forecasting; Machine learning; Time-series
